horse,trial_date,race_date,gap_days,trial_dist,race_dist,dist_match,trial_sentiment,concealed,won_trial,improver,trial_finish_pct,race_place,race_n,race_finish_pct,race_win,race_top3,race_top_half
SHAMUS STORM,2025-09-11,2025-10-01,20,1200,1400,True,+,False,False,False,0.5555555555555556,6,14,0.42857142857142855,0,0,1
INNO SUPER,2025-09-11,2025-09-21,10,1200,1400,True,+,False,False,True,0.6666666666666666,7,14,0.5,0,0,1
LUCKY TWENTY,2025-09-11,2025-10-08,27,1200,1000,True,-,False,False,False,0.7777777777777778,8,13,0.6153846153846154,0,0,0
GLORIOUS SUCCESS,2025-09-11,2025-09-21,10,1200,1650,False,-,False,False,False,0.8888888888888888,4,12,0.3333333333333333,0,0,1
KING MILES,2025-09-11,2025-10-15,34,1200,1200,True,+,True,False,True,1.0,1,12,0.08333333333333333,1,1,1
TOP THRONE,2025-09-11,2025-09-28,17,1200,1000,True,++,False,True,False,0.1,9,14,0.6428571428571429,0,0,0
SPEEDY TRIDENT,2025-09-11,2025-09-28,17,1200,1200,True,+,False,False,False,0.2,8,12,0.6666666666666666,0,0,0
PRAY FOR JUSTICE,2025-09-11,2025-11-09,59,1200,1400,True,+,False,False,False,0.3,5,14,0.35714285714285715,0,0,1
GOOD LUCK WIN,2025-09-11,2025-09-28,17,1200,1400,True,+,False,False,False,0.4,12,14,0.8571428571428571,0,0,0
HAPPY UNIVERSE,2025-09-11,2025-09-21,10,1200,1600,False,++,True,False,False,0.5,3,14,0.21428571428571427,0,1,1
PRIDE BELIEVER,2025-09-11,2025-10-01,20,1200,1200,True,0,False,False,True,0.6,13,14,0.9285714285714286,0,0,0
THE AZURE,2025-09-11,2025-10-08,27,1200,1650,False,+,False,False,False,0.7,8,12,0.6666666666666666,0,0,0
WITHOUT DELAY,2025-09-11,2025-09-21,10,1200,1600,False,0,False,False,True,0.8,7,14,0.5,0,0,1
GASTRONOMIQUE,2025-09-11,2025-10-01,20,1200,1200,True,-,False,False,False,0.9,6,14,0.42857142857142855,0,0,1
BLAZING WUKONG,2025-09-11,2025-09-28,17,1200,1400,True,++,False,True,True,0.1,2,14,0.14285714285714285,0,1,1
FASHION LEGEND,2025-09-11,2025-09-21,10,1200,1650,False,++,False,False,True,0.2,11,13,0.8461538461538461,0,0,0
STAR BROSE,2025-09-11,2025-09-21,10,1200,1600,False,+,False,False,False,0.3,13,14,0.9285714285714286,0,0,0
SPECIAL HEDGE,2025-09-11,2025-09-21,10,1200,1600,False,++,True,False,False,0.4,4,14,0.2857142857142857,0,0,1
TURIN WARRIOR,2025-09-11,2025-10-22,41,1200,1650,False,++,False,False,True,0.5,6,12,0.5,0,0,1
STORMI,2025-09-11,2025-10-08,27,1200,1650,False,0,False,False,False,0.6,8,12,0.6666666666666666,0,0,0
MAGIC COSMOS,2025-09-11,2025-10-19,38,1200,1000,True,0,False,False,False,0.7,14,14,1.0,0,0,0
SILVER UP,2025-09-11,2025-10-01,20,1200,1400,True,+,False,False,False,0.8,3,14,0.21428571428571427,0,1,1
COME FAST FAY FAY,2025-09-11,2025-10-19,38,1200,1400,True,-,False,False,False,0.9,12,14,0.8571428571428571,0,0,0
BASIC INSTINCT,2025-09-11,2025-09-21,10,1200,1200,True,-,False,False,False,1.0,12,12,1.0,0,0,0
REWARDING TWINKLE,2025-09-11,2025-10-01,20,1200,1200,True,++,False,True,False,0.1,5,14,0.35714285714285715,0,0,1
COURIER MAGIC,2025-09-11,2025-10-15,34,1200,1650,False,++,False,False,False,0.2,2,12,0.16666666666666666,0,1,1
LIGHTNING ARROW,2025-09-11,2025-11-05,55,1200,1650,False,++,False,False,True,0.3,9,12,0.75,0,0,0
VIVACIOUS WIN,2025-09-11,2025-09-28,17,1200,1400,True,+,False,False,False,0.4,11,14,0.7857142857142857,0,0,0
DREAMING WINNER,2025-09-11,2025-09-21,10,1200,1200,True,-,False,False,False,0.5,8,12,0.6666666666666666,0,0,0
THUNDER BLINK,2025-09-11,2025-09-28,17,1200,1200,True,+,False,False,False,0.6,8,12,0.6666666666666666,0,0,0
LESLIE,2025-09-11,2025-09-21,10,1200,1650,False,+,False,False,False,0.7,9,13,0.6923076923076923,0,0,0
TIME TO FIRE,2025-09-11,2025-09-28,17,1200,1400,True,0,False,False,False,0.8,9,14,0.6428571428571429,0,0,0
DRAGON SUNRISE,2025-09-11,2025-10-01,20,1200,1400,True,-,False,False,False,0.9,10,14,0.7142857142857143,0,0,0
PERFECT PAIRING,2025-09-11,2025-09-17,6,1200,1800,False,-,False,False,True,1.0,8,12,0.6666666666666666,0,0,0
FORTUNE RACER,2025-09-11,2025-10-12,31,1200,1200,True,++,False,True,False,0.1,11,12,0.9166666666666666,0,0,0
GLACIATED,2025-09-11,2025-10-04,23,1200,1200,True,++,True,False,False,0.2,5,14,0.35714285714285715,0,0,1
FALCON COURT,2025-09-11,2025-09-28,17,1200,1200,True,+,False,False,False,0.3,11,12,0.9166666666666666,0,0,0
STORM RUNNER,2025-09-11,2025-09-21,10,1200,1800,False,++,False,False,True,0.4,4,10,0.4,0,0,1
FORTUNE STAR,2025-09-11,2025-10-08,27,1200,1650,False,+,False,False,True,0.5,2,12,0.16666666666666666,0,1,1
CIRCUS REEL,2025-09-11,2025-10-01,20,1200,1200,True,0,False,False,True,0.6,12,14,0.8571428571428571,0,0,0
PHANTOM CYCLONE,2025-09-11,2025-10-01,20,1200,1400,True,-,False,False,False,0.7,7,14,0.5,0,0,1
RADIANT SWIFT,2025-09-11,2025-09-21,10,1200,1600,False,0,False,False,True,0.8,8,14,0.5714285714285714,0,0,0
WINNING HEART,2025-09-11,2025-10-22,41,1200,1200,True,-,False,False,True,0.9,10,12,0.8333333333333334,0,0,0
LA FORZA,2025-09-11,2025-09-17,6,1050,1000,True,++,False,True,False,0.16666666666666666,3,11,0.2727272727272727,0,1,1
SKY PHOENIX,2025-09-11,2025-10-19,38,1050,1000,True,++,True,False,True,0.3333333333333333,13,14,0.9285714285714286,0,0,0
TOURBILLON PRINCE,2025-09-11,2025-10-01,20,1050,1400,False,++,True,False,False,0.5,9,10,0.9,0,0,0
GREAT LOOKING,2025-09-11,2025-10-15,34,1050,1200,True,++,False,True,True,0.14285714285714285,12,12,1.0,0,0,0
MAZING GRACE,2025-09-11,2025-09-21,10,1050,1200,True,+,False,False,False,0.42857142857142855,3,11,0.2727272727272727,0,1,1
RUNJEET,2025-09-11,2025-10-15,34,1050,1200,True,-,False,False,True,0.5714285714285714,10,12,0.8333333333333334,0,0,0
HAPPY TANGO,2025-09-11,2025-09-17,6,1050,1000,True,0,False,False,False,,9,12,0.75,0,0,0
DANCING CODE,2025-09-12,2025-09-28,16,1000,1200,True,++,False,True,False,0.125,2,11,0.18181818181818182,0,1,1
INVINCIBLE SAGE,2025-09-12,2025-10-01,19,1000,1000,True,+,False,False,False,0.375,5,8,0.625,0,0,0
NOVA KNIGHT,2025-09-12,2025-10-12,30,1000,1200,True,0,False,False,False,0.625,10,11,0.9090909090909091,0,0,0
DROMBEG BANNER,2025-09-12,2025-11-09,58,1000,1400,False,0,False,False,False,0.75,6,14,0.42857142857142855,0,0,1
KA YING ATTACK,2025-09-12,2025-10-26,44,1000,1400,False,-,False,False,False,1.0,3,14,0.21428571428571427,0,1,1
TOMODACHI KOKOROE,2025-09-12,2025-09-28,16,1000,1200,True,++,False,True,False,0.1,1,11,0.09090909090909091,1,1,1
DAZZLING FIT,2025-09-12,2025-10-26,44,1000,1400,False,++,False,False,False,0.2,6,14,0.42857142857142855,0,0,1
WUNDERBAR,2025-09-12,2025-10-01,19,1000,1000,True,+,False,False,False,0.3,4,8,0.5,0,0,1
FOREVER GLORIOUS,2025-09-12,2025-10-15,33,1000,1650,False,+,False,False,False,0.4,4,12,0.3333333333333333,0,0,1
FOREST KING,2025-09-12,2025-10-26,44,1000,1200,True,+,False,False,False,0.5,10,14,0.7142857142857143,0,0,0
FORTUNE WHISKEY,2025-09-12,2025-10-15,33,1000,1200,True,0,False,False,False,0.7,10,12,0.8333333333333334,0,0,0
CIRRUS SPEED,2025-09-12,2025-11-09,58,1000,1000,True,-,False,False,False,0.8,7,14,0.5,0,0,1
OLDTOWN,2025-09-12,2025-10-12,30,1000,1200,True,+,True,False,False,0.9,1,12,0.08333333333333333,1,1,1
KA YING GLORY,2025-09-12,2025-10-19,37,1000,1200,True,++,False,True,False,0.1,8,13,0.6153846153846154,0,0,0
REZEKI,2025-09-12,2025-10-04,22,1000,1200,True,+,False,False,False,0.3,2,14,0.14285714285714285,0,1,1
LITTLE MONSTER,2025-09-12,2025-09-28,16,1000,1000,True,++,False,False,True,0.4,4,14,0.2857142857142857,0,0,1
GOR GOR,2025-09-12,2025-10-19,37,1000,1400,False,+,False,False,False,0.5,14,14,1.0,0,0,0
NEBRASKAN,2025-09-12,2025-09-17,5,1000,1200,True,0,False,False,False,0.6,11,13,0.8461538461538461,0,0,0
CHEER FOR SOUTH,2025-09-12,2025-09-28,16,1000,1200,True,0,False,False,False,0.7,8,12,0.6666666666666666,0,0,0
AMAZING KID,2025-09-12,2025-09-17,5,1000,1200,True,+,False,False,False,0.9,5,12,0.4166666666666667,0,0,1
CIRCUIT HAPPY,2025-09-12,2025-11-02,51,1000,1000,True,-,False,False,False,1.0,11,12,0.9166666666666666,0,0,0
FOREVER FANCY,2025-09-12,2025-10-26,44,1000,1200,True,++,False,True,True,0.1,7,14,0.5,0,0,1
GOLDEN FORTUNE,2025-09-12,2025-10-15,33,1000,1200,True,+,False,False,True,0.2,8,12,0.6666666666666666,0,0,0
GOLDEN DREAM,2025-09-12,2025-11-05,54,1000,1200,True,++,False,False,True,0.3,7,12,0.5833333333333334,0,0,0
PRECISION GOAL,2025-09-12,2025-09-21,9,1000,1650,False,++,False,False,False,0.4,1,13,0.07692307692307693,1,1,1
THE PROMISE,2025-09-12,2025-10-19,37,1000,1000,True,-,False,False,False,0.8,12,14,0.8571428571428571,0,0,0
SUPER MASTERMIND,2025-09-12,2025-10-26,44,1000,1200,True,-,False,False,False,0.9,12,14,0.8571428571428571,0,0,0
PANACEA,2025-09-12,2025-09-28,16,1600,1600,True,++,False,True,False,0.09090909090909091,13,14,0.9285714285714286,0,0,0
MISSION STRIKE,2025-09-12,2025-09-21,9,1600,1600,True,++,True,False,True,0.18181818181818182,9,14,0.6428571428571429,0,0,0
GAMEPLAYER ELITE,2025-09-12,2025-10-08,26,1600,1200,False,+,False,False,True,0.2727272727272727,5,12,0.4166666666666667,0,0,1
ROSEWOOD FLEETFOOT,2025-09-12,2025-09-21,9,1600,1600,True,+,False,False,False,0.36363636363636365,6,14,0.42857142857142855,0,0,1
RELIABLE PROFIT,2025-09-12,2025-10-04,22,1600,1650,True,+,False,False,True,0.45454545454545453,3,14,0.21428571428571427,0,1,1
PACKING HURRICANE,2025-09-12,2025-10-01,19,1600,1800,True,0,False,False,False,0.5454545454545454,9,14,0.6428571428571429,0,0,0
SPARKLE AND GOLD,2025-09-12,2025-09-21,9,1600,1200,False,0,False,False,False,0.6363636363636364,5,11,0.45454545454545453,0,0,1
ON THE LASH,2025-09-12,2025-10-26,44,1600,1800,True,0,False,False,False,0.7272727272727273,1,13,0.07692307692307693,1,1,1
JOYFUL PROSPERITY,2025-09-12,2025-10-08,26,1600,1650,True,+,False,False,False,0.8181818181818182,7,12,0.5833333333333334,0,0,0
MEGA FORCE,2025-09-12,2025-09-21,9,1600,1650,True,-,False,False,False,0.9090909090909091,12,13,0.9230769230769231,0,0,0
FOREVER FOLKS,2025-09-12,2025-09-17,5,1600,1800,True,-,False,False,True,1.0,1,12,0.08333333333333333,1,1,1
CALL ME GLORIOUS,2025-09-12,2025-09-28,16,1200,1200,True,++,False,True,False,0.1,11,11,1.0,0,0,0
MASSIVE SOVEREIGN,2025-09-12,2025-10-26,44,1200,1600,False,++,False,False,False,0.2,4,14,0.2857142857142857,0,0,1
GHORGAN,2025-09-12,2025-09-28,16,1200,1400,True,+,False,False,False,0.3,12,14,0.8571428571428571,0,0,0
MID WINTER WIND,2025-09-12,2025-09-28,16,1200,1200,True,++,True,False,True,0.4,3,11,0.2727272727272727,0,1,1
SIX PACK,2025-09-12,2025-10-01,19,1200,1200,True,+,False,False,False,0.5,4,14,0.2857142857142857,0,0,1
NOISY BOY,2025-09-12,2025-10-04,22,1200,1650,False,+,False,False,False,0.6,5,12,0.4166666666666667,0,0,1
TACTICAL COMMAND,2025-09-12,2025-10-04,22,1200,1200,True,0,False,False,False,0.7,10,13,0.7692307692307693,0,0,0
LOVERO,2025-09-12,2025-10-22,40,1200,1650,False,0,False,False,True,0.8,11,11,1.0,0,0,0
FLAMINGO TRILLION,2025-09-12,2025-10-15,33,1200,1800,False,-,False,False,False,0.9,11,12,0.9166666666666666,0,0,0
AGENDA,2025-09-12,2025-10-26,44,1200,2000,False,+,False,False,False,1.0,10,13,0.7692307692307693,0,0,0
KARMA,2025-09-12,2025-10-30,48,1200,1650,False,++,False,True,False,0.1111111111111111,5,14,0.35714285714285715,0,0,1
GRACIOUS EXPRESS,2025-09-12,2025-10-08,26,1200,1200,True,++,True,False,False,0.3333333333333333,5,12,0.4166666666666667,0,0,1
NEW FOREST,2025-09-12,2025-09-21,9,1200,1650,False,++,True,False,True,0.4444444444444444,3,12,0.25,0,1,1
MASTER PHOENIX,2025-09-12,2025-10-01,19,1200,1200,True,+,False,False,True,0.5555555555555556,9,14,0.6428571428571429,0,0,0
DRAGON JOY,2025-09-12,2025-09-28,16,1200,1400,True,+,True,False,False,0.6666666666666666,4,14,0.2857142857142857,0,0,1
AEROVOLANIC,2025-09-12,2025-09-21,9,1200,1200,True,0,False,False,False,0.7777777777777778,7,12,0.5833333333333334,0,0,0
MONEY CATCHER,2025-09-12,2025-10-04,22,1200,1800,False,+,False,False,False,0.8888888888888888,7,14,0.5,0,0,1
STERLING WONGCHOY,2025-09-12,2025-10-08,26,1200,1650,False,++,True,True,False,0.1111111111111111,4,12,0.3333333333333333,0,0,1
ONE MAN SHOW,2025-09-12,2025-10-01,19,1200,1200,True,+,False,False,True,0.2222222222222222,10,14,0.7142857142857143,0,0,0
VICTORY SKY,2025-09-12,2025-09-21,9,1200,1200,True,+,False,False,False,0.3333333333333333,4,12,0.3333333333333333,0,0,1
FATAL BLOW,2025-09-12,2025-10-12,30,1200,1200,True,+,False,False,False,0.4444444444444444,4,12,0.3333333333333333,0,0,1
SOLID WIN,2025-09-12,2025-09-21,9,1200,1400,True,0,False,False,False,0.5555555555555556,1,14,0.07142857142857142,1,1,1
MORGAN SUCCESS,2025-09-12,2025-10-19,37,1200,1600,False,+,False,False,False,0.6666666666666666,12,14,0.8571428571428571,0,0,0
BRIGHT INHERITANCE,2025-09-12,2025-09-21,9,1200,1650,False,0,False,False,False,0.7777777777777778,7,13,0.5384615384615384,0,0,0
WE CAN PARTY,2025-09-12,2025-09-28,16,1200,1400,True,-,False,False,False,0.8888888888888888,9,14,0.6428571428571429,0,0,0
FLYING TING LOK,2025-09-12,2025-10-22,40,1200,1200,True,++,False,True,True,0.09090909090909091,7,12,0.5833333333333334,0,0,0
EXCEL WONGCHOY,2025-09-12,2025-09-21,9,1200,1650,False,+,False,False,False,0.2727272727272727,10,13,0.7692307692307693,0,0,0
YOUNG FIGHTER,2025-09-12,2025-09-21,9,1200,1200,True,+,False,False,True,0.36363636363636365,8,11,0.7272727272727273,0,0,0
SOMELOVEFROMABOVE,2025-09-12,2025-09-28,16,1200,1400,True,+,False,False,True,0.45454545454545453,10,14,0.7142857142857143,0,0,0
KOLACHI,2025-09-12,2025-10-01,19,1200,1400,True,+,False,False,False,0.6363636363636364,9,14,0.6428571428571429,0,0,0
ELEGANT LIFE,2025-09-12,2025-09-21,9,1200,1200,True,0,False,False,False,0.7272727272727273,6,12,0.5,0,0,1
SERANGOON,2025-09-12,2025-10-26,44,1200,1600,False,0,False,False,False,0.8181818181818182,7,14,0.5,0,0,1
MONEY TYCOON,2025-09-12,2025-09-21,9,1200,1200,True,-,False,False,True,0.9090909090909091,11,11,1.0,0,0,0
JUICY DRAGON,2025-09-12,2025-10-01,19,1200,1400,True,0,False,False,True,,10,14,0.7142857142857143,0,0,0
RATTAN GALAXY,2025-09-12,2025-09-21,9,1200,1400,True,++,False,True,False,0.1111111111111111,14,14,1.0,0,0,0
ACE WAR,2025-09-12,2025-09-21,9,1200,1600,False,+,False,False,False,0.2222222222222222,11,14,0.7857142857142857,0,0,0
PERIDOT,2025-09-12,2025-09-21,9,1200,1200,True,+,False,False,False,0.3333333333333333,5,12,0.4166666666666667,0,0,1
NYX GLUCK,2025-09-12,2025-10-01,19,1200,1200,True,+,False,False,False,0.4444444444444444,12,14,0.8571428571428571,0,0,0
GOOD GOOD,2025-09-12,2025-09-21,9,1200,1600,False,0,False,False,False,0.5555555555555556,1,14,0.07142857142857142,1,1,1
TOY SOLTERO,2025-09-12,2025-10-04,22,1200,1650,False,+,False,False,False,0.7777777777777778,11,14,0.7857142857142857,0,0,0
LUCKY KING,2025-09-12,2025-10-15,33,1200,1200,True,-,False,False,False,0.8888888888888888,5,12,0.4166666666666667,0,0,1
LITTLE PARADISE,2025-09-16,2025-09-28,12,1000,1200,True,++,False,True,False,0.1111111111111111,1,12,0.08333333333333333,1,1,1
ANODE,2025-09-16,2025-10-01,15,1000,1400,False,+,False,False,True,0.2222222222222222,4,14,0.2857142857142857,0,0,1
AHREN,2025-09-16,2025-09-28,12,1000,1200,True,+,False,False,True,0.3333333333333333,3,12,0.25,0,1,1
FLYING FORTRESS,2025-09-16,2025-09-28,12,1000,1400,False,++,False,False,False,0.4444444444444444,11,14,0.7857142857142857,0,0,0
YOUNG EMPEROR,2025-09-16,2025-10-08,22,1000,1200,True,+,False,False,True,0.5555555555555556,11,12,0.9166666666666666,0,0,0
SUNNY DA BEST,2025-09-16,2025-10-26,40,1000,1000,True,+,False,False,False,0.6666666666666666,4,14,0.2857142857142857,0,0,1
ANOTHER WORLD,2025-09-16,2025-10-12,26,1000,1400,False,0,False,False,False,0.7777777777777778,11,14,0.7857142857142857,0,0,0
HOLMES A COURT,2025-09-16,2025-10-01,15,1000,1200,True,++,False,True,True,0.1111111111111111,13,14,0.9285714285714286,0,0,0
SUPERB BOY,2025-09-16,2025-09-28,12,1000,1200,True,++,False,False,False,0.2222222222222222,8,12,0.6666666666666666,0,0,0
EVERSTAR,2025-09-16,2025-10-01,15,1000,1200,True,+,False,False,False,0.3333333333333333,14,14,1.0,0,0,0
SUPERB KING,2025-09-16,2025-10-04,18,1000,1000,True,+,False,False,False,0.4444444444444444,14,14,1.0,0,0,0
LOCH TAY,2025-09-16,2025-10-15,29,1000,1200,True,-,False,False,False,0.5555555555555556,11,12,0.9166666666666666,0,0,0
FORTUNE SUPERNOVA,2025-09-16,2025-10-04,18,1000,1400,False,+,False,False,False,0.6666666666666666,14,14,1.0,0,0,0
LEAN MASTER,2025-09-16,2025-10-08,22,1000,1000,True,++,False,True,False,0.1111111111111111,5,13,0.38461538461538464,0,0,1
STORMY GROVE,2025-09-16,2025-10-26,40,1000,1000,True,++,False,False,False,0.2222222222222222,6,14,0.42857142857142855,0,0,1
COPARTNER FLEET,2025-09-16,2025-09-28,12,1000,1400,False,++,False,False,True,0.4444444444444444,5,14,0.35714285714285715,0,0,1
DANCING CLASSICS,2025-09-16,2025-10-01,15,1000,1200,True,+,False,False,True,0.5555555555555556,8,14,0.5714285714285714,0,0,0
NEVER SETTLE,2025-09-16,2025-11-05,50,1000,1200,True,-,False,False,True,0.6666666666666666,3,12,0.25,0,1,1
TAOGETHER,2025-09-16,2025-11-09,54,1000,1200,True,0,False,False,False,0.7777777777777778,5,12,0.4166666666666667,0,0,1
LAHORE,2025-09-16,2025-09-28,12,1000,1000,True,++,False,True,True,0.1111111111111111,3,14,0.21428571428571427,0,1,1
FLOWING RICHES,2025-09-16,2025-09-28,12,1000,1000,True,++,False,False,False,0.2222222222222222,1,14,0.07142857142857142,1,1,1
WAVE GARDEN,2025-09-16,2025-10-12,26,1000,1200,True,+,False,False,False,0.3333333333333333,9,12,0.75,0,0,0
YEE CHEONG GLORY,2025-09-16,2025-10-12,26,1000,1200,True,++,False,False,False,0.4444444444444444,8,11,0.7272727272727273,0,0,0
CALL TO COMMAND,2025-09-16,2025-09-28,12,1000,1000,True,-,False,False,False,0.5555555555555556,10,14,0.7142857142857143,0,0,0
RAINBOW SEVEN,2025-09-16,2025-10-01,15,1000,1400,False,0,False,False,False,0.7777777777777778,8,14,0.5714285714285714,0,0,0
JUSTIFY YOURSELF,2025-09-16,2025-11-12,57,1000,1650,False,-,False,False,False,0.8888888888888888,10,12,0.8333333333333334,0,0,0
SUPER LOVE,2025-09-16,2025-10-04,18,1000,1400,False,-,False,False,False,1.0,11,14,0.7857142857142857,0,0,0
AUDACIOUS PURSUIT,2025-09-16,2025-10-04,18,1000,1400,False,++,False,True,True,0.1,3,14,0.21428571428571427,0,1,1
SMILING FALCON,2025-09-16,2025-10-04,18,1000,1400,False,+,False,False,True,0.3,14,14,1.0,0,0,0
IMPENDING LEGACY,2025-09-16,2025-10-15,29,1000,1200,True,+,False,False,True,0.4,7,12,0.5833333333333334,0,0,0
KING VICTOR,2025-09-16,2025-10-22,36,1000,1000,True,-,False,False,False,0.5,8,13,0.6153846153846154,0,0,0
BLAZING BEAM,2025-09-16,2025-10-19,33,1000,1400,False,0,False,False,False,0.6,12,14,0.8571428571428571,0,0,0
GIANT BALLON,2025-09-16,2025-10-19,33,1000,1000,True,+,False,False,False,0.7,4,14,0.2857142857142857,0,0,1
INCANTO STAR,2025-09-16,2025-09-28,12,1000,1000,True,-,False,False,False,0.8,7,14,0.5,0,0,1
MASSIVE FIRE,2025-09-16,2025-10-15,29,1000,1650,False,-,False,False,False,1.0,12,12,1.0,0,0,0
AUTUMN VIBES,2025-09-16,2025-10-01,15,1000,1200,True,++,False,True,False,0.1,2,14,0.14285714285714285,0,1,1
RIDING HIGH,2025-09-16,2025-10-01,15,1000,1200,True,++,True,False,False,0.2,3,15,0.2,0,1,1
DIVINE MOONLIGHT,2025-09-16,2025-11-05,50,1000,1000,True,+,False,False,False,0.3,12,12,1.0,0,0,0
FORTUNE WARRIOR,2025-09-16,2025-09-28,12,1000,1200,True,+,False,False,False,0.4,5,12,0.4166666666666667,0,0,1
FLYING BOOM,2025-09-16,2025-10-26,40,1000,1200,True,++,True,False,False,0.5,7,14,0.5,0,0,1
HAPPY UNITED,2025-09-16,2025-10-08,22,1000,1000,True,+,True,False,True,0.6,12,13,0.9230769230769231,0,0,0
KING GLORIOSO,2025-09-16,2025-10-01,15,1000,1200,True,0,False,False,False,0.7,6,14,0.42857142857142855,0,0,1
BEAUTY MISSILE,2025-09-16,2025-10-04,18,1000,1400,False,0,False,False,False,0.8,9,14,0.6428571428571429,0,0,0
HANDSOME BOMB,2025-09-16,2025-10-01,15,1000,1200,True,-,False,False,True,0.9,13,14,0.9285714285714286,0,0,0
FOREMOST TEDDY,2025-09-16,2025-10-15,29,1000,1650,False,-,False,False,True,1.0,8,12,0.6666666666666666,0,0,0
ZETA HEDGE,2025-09-16,2025-10-22,36,800,1000,True,++,False,True,False,0.125,2,13,0.15384615384615385,0,1,1
CASA OF HONOR,2025-09-16,2025-10-04,18,800,1000,True,++,True,False,False,0.25,4,14,0.2857142857142857,0,0,1
JUBILANT STAR,2025-09-16,2025-10-12,26,800,1200,False,0,False,False,False,0.625,2,12,0.16666666666666666,0,1,1
MOUNT EVEREST,2025-09-16,2025-11-09,54,800,1400,False,+,True,False,False,1.0,12,14,0.8571428571428571,0,0,0
GEORGIAN SIGMA,2025-09-16,2025-10-26,40,800,1200,False,+,False,False,False,0.2222222222222222,2,14,0.14285714285714285,0,1,1
SALON S,2025-09-16,2025-11-15,60,800,1200,False,+,False,False,False,0.4444444444444444,1,14,0.07142857142857142,1,1,1
ZOUPER FELLOW,2025-09-16,2025-10-22,36,800,1000,True,0,False,False,True,0.5555555555555556,11,13,0.8461538461538461,0,0,0
CONCORDE STAR,2025-09-16,2025-10-01,15,800,1200,False,0,False,False,False,0.6666666666666666,14,15,0.9333333333333333,0,0,0
GENTLEMEN LEGACY,2025-09-16,2025-10-04,18,1600,1800,True,++,False,True,True,0.1111111111111111,2,14,0.14285714285714285,0,1,1
YUEN LONG ELITE,2025-09-16,2025-09-28,12,1600,1600,True,+,False,False,True,0.2222222222222222,5,14,0.35714285714285715,0,0,1
BEAUTY BOLT,2025-09-16,2025-09-28,12,1600,1600,True,++,False,False,False,0.3333333333333333,3,14,0.21428571428571427,0,1,1
DOUBLE WIN,2025-09-16,2025-10-01,15,1600,1800,True,+,False,False,True,0.4444444444444444,3,14,0.21428571428571427,0,1,1
CAMBRIDGE,2025-09-16,2025-10-04,18,1600,1800,True,-,False,False,True,0.5555555555555556,9,14,0.6428571428571429,0,0,0
FORTUNATE SON,2025-09-16,2025-10-15,29,1600,1650,True,-,False,False,False,0.6666666666666666,10,12,0.8333333333333334,0,0,0
MIGHTY STRENGTH,2025-09-16,2025-10-04,18,1600,1800,True,-,False,False,False,0.8888888888888888,1,14,0.07142857142857142,1,1,1
LIGHT YEARS CHARM,2025-09-16,2025-09-28,12,1200,1400,True,++,False,True,True,0.125,7,14,0.5,0,0,1
PATCH OF THETA,2025-09-16,2025-09-28,12,1200,1400,True,++,False,False,True,0.25,6,14,0.42857142857142855,0,0,1
CHILL BUDDY,2025-09-16,2025-10-04,18,1200,1000,True,++,False,False,False,0.375,5,14,0.35714285714285715,0,0,1
STAR RISE,2025-09-16,2025-09-28,12,1200,1200,True,+,False,False,False,0.5,2,12,0.16666666666666666,0,1,1
WINNING WING,2025-09-16,2025-09-28,12,1200,1600,False,+,False,False,False,0.625,6,14,0.42857142857142855,0,0,1
SMART AVENUE,2025-09-16,2025-10-19,33,1200,1400,True,0,False,False,False,0.75,7,14,0.5,0,0,1
STUNNING PEACH,2025-09-16,2025-10-26,40,1200,1600,False,-,False,False,False,0.875,3,14,0.21428571428571427,0,1,1
RED LION,2025-09-16,2025-10-19,33,1200,1600,False,-,False,False,False,1.0,10,14,0.7142857142857143,0,0,0
SOUTH STAR,2025-09-16,2025-09-28,12,1200,1400,True,++,False,True,False,0.125,2,14,0.14285714285714285,0,1,1
ETALON OR,2025-09-16,2025-10-04,18,1200,1400,True,++,False,False,False,0.25,1,14,0.07142857142857142,1,1,1
NEVER TOO SOON,2025-09-16,2025-10-08,22,1200,1200,True,+,False,False,False,0.375,2,12,0.16666666666666666,0,1,1
PRESTIGE ALWAYS,2025-09-16,2025-10-01,15,1200,1200,True,+,False,False,True,0.5,8,14,0.5714285714285714,0,0,0
CHARMING BABE,2025-09-16,2025-10-08,22,1200,1200,True,+,False,False,False,0.625,3,12,0.25,0,1,1
ENSUED,2025-09-16,2025-10-19,33,1200,1600,False,0,False,False,False,0.75,13,14,0.9285714285714286,0,0,0
FUN N FUN TOGETHER,2025-09-16,2025-09-28,12,1200,1200,True,++,False,True,False,0.1,1,12,0.08333333333333333,1,1,1
URANUS STAR,2025-09-16,2025-10-12,26,1200,1400,True,+,False,False,False,0.2,8,14,0.5714285714285714,0,0,0
RAINBOW WARRIOR,2025-09-16,2025-10-12,26,1200,1200,True,+,False,False,True,0.3,11,12,0.9166666666666666,0,0,0
BITS SUPERSTAR,2025-09-16,2025-10-12,26,1200,1200,True,+,False,False,False,0.4,7,12,0.5833333333333334,0,0,0
HAPPY ALLIANCE,2025-09-16,2025-10-12,26,1200,1200,True,+,False,False,True,0.5,11,12,0.9166666666666666,0,0,0
HAPPY PARK,2025-09-16,2025-10-08,22,1200,1200,True,0,False,False,False,0.6,4,12,0.3333333333333333,0,0,1
